,SHCOMP INDEX,MXWD INDEX,SPX INDEX,SHSZ300 INDEX,HSI INDEX
,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO
date,,,,,
1995-11-15,,20.6199,17.3388,,12.502
1995-11-16,,20.7013,17.4371,,12.417
1995-11-17,,20.7824,17.5172,,12.3119
1995-11-18,,20.7824,17.5172,,12.3119
1995-11-19,,20.7824,17.5172,,12.3119
1995-11-20,,20.8583,17.4256,,12.426
1995-11-21,,20.9274,17.5317,,12.5297
1995-11-22,,20.9297,17.4783,,12.5951
1995-11-23,,20.9237,17.4783,,12.6005
1995-11-24,,20.9197,17.5187,,12.5769
1995-11-25,,20.9197,17.5187,,12.5769
1995-11-26,,20.9197,17.5187,,12.5769
1995-11-27,,20.9661,17.5559,,12.623
1995-11-28,,21.0818,17.7009,,12.7554
1995-11-29,,21.0751,17.7745,,12.7481
1995-11-30,,20.9824,17.5036,,13.0076
1995-12-01,,21.1008,17.5641,,13.0716
1995-12-02,,21.1008,17.5641,,13.0716
1995-12-03,,21.1008,17.5641,,13.0716
1995-12-04,,21.2466,17.7726,,13.1755
1995-12-05,,21.3099,17.893,,13.2213
1995-12-06,,21.3866,17.9649,,13.121
1995-12-07,,21.4137,17.8504,,13.0747
1995-12-08,,21.3505,17.8888,,13.0746
1995-12-09,,21.3505,17.8888,,13.0746
1995-12-10,,21.3505,17.8888,,13.0746
1995-12-11,,21.4045,17.9648,,13.0369
1995-12-12,,21.3794,17.9586,,13.1593
1995-12-13,,21.4065,18.0487,,13.1497
1995-12-14,,21.4536,17.919,,13.1391
1995-12-15,,21.3725,17.9033,,13.0675
1995-12-16,,21.3725,17.9033,,13.0675
1995-12-17,,21.3725,17.9033,,13.0675
1995-12-18,,21.2188,17.6295,,12.9986
1995-12-19,,21.191,17.7702,,12.8651
1995-12-20,,21.2435,17.5919,,13.0931
1995-12-21,,21.4481,17.777,,13.1333
1995-12-22,,21.5425,17.8381,,13.1663
1995-12-23,,21.5425,17.8381,,13.1663
1995-12-24,,21.5425,17.8381,,13.1663
1995-12-25,,21.5416,17.8381,,13.1663
1995-12-26,,21.627299999999998,17.9099,,13.1663
1995-12-27,,21.6771,17.9148,,13.2358
1995-12-28,,21.6305,17.8991,,13.2553
1995-12-29,,21.4734,17.7283,,13.3539
1995-12-30,,21.4734,17.7283,,13.3539
1995-12-31,,21.4734,17.7283,,13.3539
1996-01-01,,21.0815,17.7283,,13.3539
1996-01-02,,21.189,17.9583,,11.9454
1996-01-03,,21.2962,17.9727,,12.1704
1996-01-04,,21.3268,17.8701,,12.3768
1996-01-05,,21.3846,17.85,,12.3255
1996-01-06,,21.3846,17.85,,12.3255
1996-01-07,,21.3846,17.85,,12.3255
1996-01-08,,21.3625,17.901699999999998,,12.252
1996-01-09,,21.1823,17.6421,,12.2061
1996-01-10,,20.9911,17.3227,,12.0625
1996-01-11,,21.0018,17.4453,,12.2095
1996-01-12,,20.9844,17.4166,,12.339
1996-01-13,,20.9844,17.4166,,12.339
1996-01-14,,20.9844,17.4166,,12.339
1996-01-15,,20.9316,17.3581,,12.45
1996-01-16,,21.1684,17.7217,,12.4924
1996-01-17,,21.1154,17.6577,,12.4015
1996-01-18,,21.1043,17.7223,,12.3357
1996-01-19,,21.1755,17.8319,,12.6015
1996-01-20,,21.1755,17.8319,,12.6015
1996-01-21,,21.1755,17.8319,,12.6015
1996-01-22,,21.1549,17.8803,,12.8256
1996-01-23,,21.0895,17.8596,,12.8287
1996-01-24,,21.1879,18.0696,,12.830400000000001
1996-01-25,,21.2044,17.9853,,12.9986
1996-01-26,,21.2263,18.1165,,13.0088
1996-01-27,,21.2263,18.1165,,13.0088
1996-01-28,,21.2263,18.1165,,13.0088
1996-01-29,,21.2804,18.2213,,12.9455
1996-01-30,,21.3789,18.3927,,13.1127
1996-01-31,,21.5606,18.3957,,13.2984
1996-02-01,,21.6631,18.4673,,13.3031
1996-02-02,,21.6778,18.3884,,13.427
1996-02-03,,21.6778,18.3884,,13.427
1996-02-04,,21.6778,18.3884,,13.427
1996-02-05,,21.7814,18.5835,,13.4455
1996-02-06,,21.846,18.7269,,13.3363
1996-02-07,,21.9072,18.8257,,13.333
1996-02-08,,21.9582,19.0027,,13.2666
1996-02-09,,21.9075,19.0127,,13.2411
1996-02-10,,21.9075,19.0127,,13.2411
1996-02-11,,21.9075,19.0127,,13.2411
1996-02-12,,22.0034,19.163,,13.1774
1996-02-13,,21.9759,19.1362,,13.1122
1996-02-14,,21.9604,18.9911,,13.3031
1996-02-15,,21.9499,18.8665,,13.4293
1996-02-16,,21.9549,18.7782,,13.5722
1996-02-17,,21.9549,18.7782,,13.5722
1996-02-18,,21.9549,18.7782,,13.5722
1996-02-19,,21.9711,18.7782,,13.5722
1996-02-20,,21.7092,18.6027,,13.5722
1996-02-21,,21.8114,18.8151,,13.5722
1996-02-22,,22.0051,19.1258,,13.2992
1996-02-23,,22.0464,19.1328,,13.361
1996-02-24,,22.0464,19.1328,,13.361
1996-02-25,,22.0464,19.1328,,13.361
1996-02-26,,21.9319,18.8764,,13.1496
1996-02-27,,21.8193,18.7833,,13.135
1996-02-28,,21.7919,18.6975,,13.2137
1996-02-29,,21.5808,18.4889,,13.0513
1996-03-01,,21.6692,18.6054,,13.132
1996-03-02,,21.6692,18.6054,,13.132
1996-03-03,,21.6692,18.6054,,13.132
1996-03-04,,21.7612,18.7979,,13.2024
1996-03-05,,21.8287,18.9399,,13.4361
1996-03-06,,21.7419,18.829,,13.3469
1996-03-07,,21.7105,18.8844,,13.1316
1996-03-08,,21.3742,18.3037,,13.1576
1996-03-09,,21.3742,18.3037,,13.1576
1996-03-10,,21.3742,18.3037,,13.1576
1996-03-11,,21.2917,18.4977,,12.1956
1996-03-12,,21.314,18.4144,,12.4372
1996-03-13,,21.3273,18.4536,,12.0219
1996-03-14,,21.4478,18.5238,,12.2604
1996-03-15,,21.4797,18.543,,12.3845
1996-03-16,,21.4797,18.543,,12.3845
1996-03-17,,21.4797,18.543,,12.3845
1996-03-18,,21.7002,18.8662,,12.4358
1996-03-19,,21.7669,18.8426,,12.7633
1996-03-20,,21.7273,18.790399999999998,,12.7122
1996-03-21,,21.8178,18.7685,,12.9363
1996-03-22,,21.8384,18.8098,,12.9348
1996-03-23,,21.8384,18.8098,,12.9348
1996-03-24,,21.8384,18.8098,,12.9348
1996-03-25,,21.8961,18.7869,,13.034
1996-03-26,,21.9131,18.8739,,12.8848
1996-03-27,,21.8765,18.7532,,12.9811
1996-03-28,,21.8946,18.7558,,12.9387
1996-03-29,,21.769,18.6629,,12.8507
1996-03-30,,21.769,18.6629,,12.8507
1996-03-31,,21.769,18.6629,,12.8507
1996-04-01,,22.6994,18.8123,,13.0202
1996-04-02,,22.7561,18.8581,,13.2797
1996-04-03,,22.7578,18.8758,,13.2741
1996-04-04,,22.7654,18.8747,,13.2741
1996-04-05,,22.7899,18.8747,,13.2741
1996-04-06,,22.7899,18.8747,,13.2741
1996-04-07,,22.7899,18.8747,,13.2741
1996-04-08,,22.5789,18.5423,,13.2741
1996-04-09,,22.5289,18.4833,,13.2364
1996-04-10,,22.432,18.2393,,13.2006
1996-04-11,,22.3494,18.1858,,12.98
1996-04-12,,22.4427,18.3428,,12.9288
1996-04-13,,22.4427,18.3428,,12.9288
1996-04-14,,22.4427,18.3428,,12.9288
1996-04-15,,22.6016,18.504,,13.0804
1996-04-16,,22.6817,18.5757,,13.1804
1996-04-17,,22.6195,18.4877,,13.0966
1996-04-18,,22.6715,18.543,,13.0321
1996-04-19,,22.8166,18.5834,,12.9241
1996-04-20,,22.8166,18.5834,,12.9241
1996-04-21,,22.8166,18.5834,,12.9241
1996-04-22,,22.9498,18.6684,,13.0318
1996-04-23,,23.0057,18.7789,,13.0077
1996-04-24,,22.9927,18.74,,13.0197
1996-04-25,,23.0138,18.819,,12.8456
1996-04-26,,23.1116,18.8373,,12.8219
1996-04-27,,23.1116,18.8373,,12.8219
1996-04-28,,23.1116,18.8373,,12.8219
1996-04-29,,23.1664,18.8556,,12.9451
1996-04-30,,23.012,18.7808,,13.0977
1996-05-01,,22.9338,18.7889,,13.0285
1996-05-02,,22.8309,18.4714,,13.0556
1996-05-03,,22.7404,18.4171,,12.8219
1996-05-04,,22.7404,18.4171,,12.8219
1996-05-05,,22.7404,18.4171,,12.8219
1996-05-06,,22.7323,18.4082,,12.7781
1996-05-07,,22.6914,18.3753,,12.7838
1996-05-08,,22.795,18.5645,,12.684
1996-05-09,,22.7877,18.5881,,12.6302
1996-05-10,,22.8524,18.7781,,12.6599
1996-05-11,,22.8524,18.7781,,12.6599
1996-05-12,,22.8524,18.7781,,12.6599
1996-05-13,,23.0353,19.1662,,12.8368
1996-05-14,,23.1209,19.2853,,12.9221
1996-05-15,,23.1988,19.2797,,12.9763
1996-05-16,,23.1921,19.2605,,12.9405
1996-05-17,,23.271,19.3772,,12.9216
1996-05-18,,23.271,19.3772,,12.9216
1996-05-19,,23.271,19.3772,,12.9216
1996-05-20,,23.3227,19.5317,,13.1254
1996-05-21,,23.3449,19.5151,,13.2461
1996-05-22,,23.3755,19.6995,,13.2398
1996-05-23,,23.2829,19.6338,,13.1771
1996-05-24,,23.2917,19.7072,,13.1631
1996-05-25,,23.2917,19.7072,,13.1631
1996-05-26,,23.2917,19.7072,,13.1631
1996-05-27,,23.2739,19.7072,,13.2383
1996-05-28,,23.2345,19.5749,,13.2667
1996-05-29,,23.2381,19.5136,,13.3773
1996-05-30,,23.3417,19.6362,,13.3268
1996-05-31,,23.0159,19.1652,,13.4547
1996-06-01,,23.0159,19.1652,,13.4547
1996-06-02,,23.0159,19.1652,,13.4547
1996-06-03,,23.0519,19.1101,,13.2101
1996-06-04,,23.1328,19.2647,,13.2436
1996-06-05,,23.2248,19.4305,,13.249
1996-06-06,,23.17,19.3194,,13.4096
1996-06-07,,23.1302,19.3984,,13.3705
1996-06-08,,23.1302,19.3984,,13.3705
1996-06-09,,23.1302,19.3984,,13.3705
1996-06-10,,23.1312,19.3639,,13.3075
1996-06-11,,23.1352,19.3268,,13.129
1996-06-12,,23.2503,19.3659,,13.0864
1996-06-13,,23.2219,19.3326,,12.9743
1996-06-14,,23.278,19.275,,12.9733
1996-06-15,,23.278,19.275,,12.9733
1996-06-16,,23.278,19.275,,12.9733
1996-06-17,,23.2836,19.2508,,12.9733
1996-06-18,,23.3126,19.1565,,13.0772
1996-06-19,,23.3019,19.1529,,13.0208
1996-06-20,,23.2723,19.1609,,13.0208
1996-06-21,,23.3372,19.3052,,12.9634
1996-06-22,,23.3372,19.3052,,12.9634
1996-06-23,,23.3372,19.3052,,12.9634
1996-06-24,,23.4137,19.3639,,13.0887
1996-06-25,,23.3855,19.3506,,13.1168
1996-06-26,,23.3442,19.23,,13.2091
1996-06-27,,23.3713,19.3511,,13.1374
1996-06-28,,23.2227,19.2054,,13.1608
1996-06-29,,23.2227,19.2054,,13.1608
1996-06-30,,23.2227,19.2054,,13.1608
1996-07-01,,23.0178,18.9753,,13.0871
1996-07-02,,22.9303,18.9129,,13.1851
1996-07-03,,22.8977,18.8781,,13.1606
1996-07-04,,22.9404,18.8781,,13.3012
1996-07-05,,22.6383,18.4597,,13.2956
1996-07-06,,22.6383,18.4597,,13.2956
1996-07-07,,22.6383,18.4597,,13.2956
1996-07-08,,22.4571,18.3302,,12.9533
1996-07-09,,22.5451,18.3895,,13.0018
1996-07-10,,22.5321,18.4271,,12.981
1996-07-11,,22.3776,18.1382,,12.9927
1996-07-12,,22.2427,18.1488,,12.8498
1996-07-13,,22.2427,18.1488,,12.8498
1996-07-14,,22.2427,18.1488,,12.8498
1996-07-15,,21.9749,17.692,,12.8485
1996-07-16,,22.03,17.8609,,12.6449
1996-07-17,,22.1599,18.018,,12.6231
1996-07-18,,22.3844,18.2996,,12.744299999999999
1996-07-19,,22.3677,18.1658,,12.9039
1996-07-20,,22.3677,18.1658,,12.9039
1996-07-21,,22.3677,18.1658,,12.9039
1996-07-22,,22.1462,18.0268,,12.8497
1996-07-23,,22.0493,17.8276,,12.9295
1996-07-24,,21.8441,17.8265,,12.7326
1996-07-25,,21.9981,17.9516,,12.7419
1996-07-26,,22.0747,18.0858,,12.7413
1996-07-27,,22.0747,18.0858,,12.7413
1996-07-28,,22.0747,18.0858,,12.7413
1996-07-29,,21.9849,17.9289,,12.6771
1996-07-30,,22.0278,18.0532,,12.5986
1996-07-31,,21.6543,17.9587,,12.7111
1996-08-01,,21.9037,18.244,,12.8401
1996-08-02,,22.1238,18.5877,,13.0441
1996-08-03,,22.1238,18.5877,,13.0441
1996-08-04,,22.1238,18.5877,,13.0441
1996-08-05,,22.1446,18.5073,,13.1739
1996-08-06,,22.0731,18.5717,,13.2477
1996-08-07,,22.0523,18.6237,,13.2433
1996-08-08,,22.0546,18.5787,,13.2849
1996-08-09,,21.9874,18.5946,,13.2127
1996-08-10,,21.9874,18.5946,,13.2127
1996-08-11,,21.9874,18.5946,,13.2127
1996-08-12,,22.0934,18.6966,,13.304
1996-08-13,,22.0466,18.5401,,13.2887
1996-08-14,,22.072,18.5925,,13.2896
1996-08-15,,22.0644,18.6016,,13.2787
1996-08-16,,22.1148,18.6893,,13.3001
1996-08-17,,22.1148,18.6893,,13.3001
1996-08-18,,22.1148,18.6893,,13.3001
1996-08-19,,22.1547,18.7276,,13.344899999999999
1996-08-20,,22.1909,18.7015,,13.4626
1996-08-21,,22.2349,18.6847,,13.6101
1996-08-22,,22.3329,18.8415,,13.6604
1996-08-23,,22.3163,18.7416,,13.5965
1996-08-24,,22.3163,18.7416,,13.5965
1996-08-25,,22.3163,18.7416,,13.5965
1996-08-26,,22.2531,18.6595,,13.5965
1996-08-27,,22.2894,18.7302,,13.4954
1996-08-28,,22.2316,18.689799999999998,,13.5436
1996-08-29,,22.04,18.5015,,13.4831
1996-08-30,,21.9367,18.3214,,13.2812
1996-08-31,,21.9367,18.3214,,13.2812
1996-09-01,,21.9367,18.3214,,13.2812
1996-09-02,,21.8852,18.3214,,13.2201
1996-09-03,,21.8836,18.3976,,13.0406
1996-09-04,,21.9514,18.4238,,13.1834
1996-09-05,,21.8937,18.248,,13.1393
1996-09-06,,21.9441,18.421,,13.1229
1996-09-07,,21.9441,18.421,,13.1229
1996-09-08,,21.9441,18.421,,13.1229
1996-09-09,,22.1038,18.6647,,13.345
1996-09-10,,22.1128,18.6678,,13.3586
1996-09-11,,22.1076,18.7672,,13.3742
1996-09-12,,22.1912,18.8763,,13.3925
1996-09-13,,22.4464,19.1733,,13.5321
1996-09-14,,22.4464,19.1733,,13.5321
1996-09-15,,22.4464,19.1733,,13.5321
1996-09-16,,22.5615,19.2808,,13.7682
1996-09-17,,22.6239,19.2729,,13.832699999999999
1996-09-18,,22.6328,19.2305,,13.7988
1996-09-19,,22.6526,19.2746,,13.7904
1996-09-20,,22.6607,19.3882,,13.7967
1996-09-21,,22.6607,19.3882,,13.7967
1996-09-22,,22.6607,19.3882,,13.7967
1996-09-23,,22.6021,19.3731,,13.8324
1996-09-24,,22.615099999999998,19.3505,,13.7436
1996-09-25,,22.7186,19.3545,,13.8112
1996-09-26,,22.736,19.3628,,13.8494
1996-09-27,,22.7623,19.3688,,13.995
1996-09-28,,22.7623,19.3688,,13.995
1996-09-29,,22.7623,19.3688,,13.995
1996-09-30,,21.3253,18.8023,,14.2252
1996-10-01,,21.3473,18.8513,,14.2477
1996-10-02,,21.4441,18.9874,,14.2857
1996-10-03,,21.3922,18.9511,,14.3602
1996-10-04,,21.4679,19.1876,,14.2293
1996-10-05,,21.4679,19.1876,,14.2293
1996-10-06,,21.4679,19.1876,,14.2293
1996-10-07,,21.5068,19.2412,,14.5008
1996-10-08,,21.455,19.1645,,14.4704
1996-10-09,,21.3445,19.0569,,14.6418
1996-10-10,,21.3182,18.9966,,14.632
1996-10-11,,21.4242,19.1631,,14.6028
1996-10-12,,21.4242,19.1631,,14.6028
1996-10-13,,21.4242,19.1631,,14.6028
1996-10-14,,21.5074,19.2457,,14.7369
1996-10-15,,21.572400000000002,19.2227,,14.9288
1996-10-16,,21.5838,19.3086,,14.8153
1996-10-17,,21.6317,19.3788,,14.8644
1996-10-18,,21.7471,19.4876,,14.9518
1996-10-19,,21.7471,19.4876,,14.9518
1996-10-20,,21.7471,19.4876,,14.9518
1996-10-21,,21.6928,19.4545,,14.9518
1996-10-22,,21.6117,19.3809,,14.8736
1996-10-23,,21.5637,19.4046,,14.9306
1996-10-24,,21.4807,19.288,,14.908
1996-10-25,,21.4061,19.2485,,14.8065
1996-10-26,,21.4061,19.2485,,14.8065
1996-10-27,,21.4061,19.2485,,14.8065
1996-10-28,,21.3439,19.1242,,14.6563
1996-10-29,,21.3802,19.2382,,14.5717
1996-10-30,,21.3758,19.2102,,14.8269
1996-10-31,,21.3869,19.3571,,14.9131
1996-11-01,,21.3923,19.3088,,14.9749
1996-11-02,,21.3923,19.3088,,14.9749
1996-11-03,,21.3923,19.3088,,14.9749
1996-11-04,,21.4757,19.4294,,15.0109
1996-11-05,,21.5863,19.6413,,14.9431
1996-11-06,,21.8428,19.931,,15.2686
1996-11-07,,21.9207,20.0188,,15.2205
1996-11-08,,22.0334,20.1099,,15.2395
1996-11-09,,22.0334,20.1099,,15.2395
1996-11-10,,22.0334,20.1099,,15.2395
1996-11-11,,22.0663,20.1398,,15.2643
1996-11-12,,22.0812,20.0741,,15.3055
1996-11-13,,22.0684,20.1213,,15.47
1996-11-14,,22.1951,20.2517,,15.5429
1996-11-15,,22.2689,20.3005,,15.4052
1996-11-16,,22.2689,20.3005,,15.4052
1996-11-17,,22.2689,20.3005,,15.4052
1996-11-18,,22.2334,20.2867,,15.5883
1996-11-19,,22.3421,20.426,,15.6052
1996-11-20,,22.4259,20.4775,,15.7373
1996-11-21,,22.4072,20.446,,15.6565
1996-11-22,,22.5336,20.6094,,15.6771
1996-11-23,,22.5336,20.6094,,15.6771
1996-11-24,,22.5336,20.6094,,15.6771
1996-11-25,,22.6439,20.8774,,15.8239
1996-11-26,,22.6299,20.848300000000002,,16.1175
1996-11-27,,22.5841,20.8421,,16.1719
1996-11-28,,22.5415,20.8421,,15.9086
1996-11-29,,22.1246,20.8293,,16.0083
1996-11-30,,22.1246,20.8293,,16.0083
1996-12-01,,22.1246,20.8293,,16.0083
1996-12-02,,22.1208,20.7978,,16.1561
1996-12-03,,21.8904,20.5825,,16.0828
1996-12-04,,21.834,20.497,,16.0554
1996-12-05,,21.9032,20.4844,,16.1247
1996-12-06,,21.613,20.3502,,15.6597
1996-12-07,,21.613,20.3502,,15.6597
1996-12-08,,21.613,20.3502,,15.6597
1996-12-09,,21.8635,20.7321,,15.7085
1996-12-10,,21.9255,20.6853,,15.946
1996-12-11,,21.7512,20.5496,,15.7614
1996-12-12,,21.5296,20.2366,,15.5975
1996-12-13,,21.4158,20.2234,,15.2716
1996-12-14,,21.4158,20.2234,,15.2716
1996-12-15,,21.4158,20.2234,,15.2716
1996-12-16,,21.4094,20.0097,,15.4585
1996-12-17,,21.4751,20.1482,,15.3123
1996-12-18,,21.5352,20.3043,,15.2516
1996-12-19,,21.6683,20.6962,,15.3473
1996-12-20,,21.8182,20.7795,,15.6889
1996-12-21,,21.8182,20.7795,,15.6889
1996-12-22,,21.8182,20.7795,,15.6889
1996-12-23,,21.8221,20.7352,,15.9274
1996-12-24,,21.7804,20.8513,,15.9393
1996-12-25,,21.7804,20.8513,,15.9393
1996-12-26,,21.8729,20.9813,,15.9393
1996-12-27,,21.9284,21.0299,,16.0145
1996-12-28,,21.9284,21.0299,,16.0145
1996-12-29,,21.9284,21.0299,,16.0145
1996-12-30,,21.9063,20.871,,16.108
1996-12-31,,21.847,19.0143,,13.3701
1997-01-01,,21.816,19.0143,,13.3701
1997-01-02,,21.679,18.9308,,13.1236
1997-01-03,,21.8245,19.2207,,13.1425
1997-01-04,,21.8245,19.2207,,13.1425
1997-01-05,,21.8245,19.2207,,13.1425
1997-01-06,,21.8805,19.2049,,13.3607
1997-01-07,,21.9252,19.3489,,13.3349
1997-01-08,,21.8425,19.2213,,13.3691
1997-01-09,,21.8147,19.3875,,13.1152
1997-01-10,,21.7141,19.5095,,13.1088
1997-01-11,,21.7141,19.5095,,13.1088
1997-01-12,,21.7141,19.5095,,13.1088
1997-01-13,,21.8669,19.5721,,13.2054
1997-01-14,,22.0573,19.8143,,13.21
1997-01-15,,22.0929,19.8092,,13.6788
1997-01-16,,22.1941,19.8817,,13.7429
1997-01-17,,22.2249,20.0493,,13.7689
1997-01-18,,22.2249,20.0493,,13.7689
1997-01-19,,22.2249,20.0493,,13.7689
1997-01-20,,22.1158,20.0628,,13.7799
1997-01-21,,22.1244,20.2177,,13.6459
1997-01-22,,22.2417,20.31,,13.6056
1997-01-23,,22.0993,20.0826,,13.5227
1997-01-24,,21.9364,19.9019,,13.2917
1997-01-25,,21.9364,19.9019,,13.2917
1997-01-26,,21.9364,19.9019,,13.2917
1997-01-27,,21.7437,19.7415,,13.2076
1997-01-28,,21.7406,19.7418,,13.3147
1997-01-29,,21.8204,19.8875,,13.1972
1997-01-30,,21.9669,20.1889,,13.1948
1997-01-31,,22.1976,20.3455,,13.2274
1997-02-01,,22.1976,20.3455,,13.2274
1997-02-02,,22.1976,20.3455,,13.2274
1997-02-03,,22.1582,20.2996,,13.354800000000001
1997-02-04,,22.2164,20.3633,,13.4515
1997-02-05,,22.0595,20.0783,,13.5627
1997-02-06,,22.07,20.1275,,13.5627
1997-02-07,,22.1594,20.3685,,13.5627
1997-02-08,,22.1594,20.3685,,13.5627
1997-02-09,,22.1594,20.3685,,13.5627
1997-02-10,,22.2564,20.2592,,13.5483
1997-02-11,,22.2823,20.3659,,13.3623
1997-02-12,,22.4667,20.7193,,13.3696
1997-02-13,,22.6114,20.9545,,13.1458
1997-02-14,,22.6095,20.8672,,13.0194
1997-02-15,,22.6095,20.8672,,13.0194
1997-02-16,,22.6095,20.8672,,13.0194
1997-02-17,,22.5575,20.8672,,13.0504
1997-02-18,,22.6229,21.0675,,13.0087
1997-02-19,,22.5873,20.9638,,13.0155
1997-02-20,,22.5606,20.7149,,13.3237
1997-02-21,,22.587,20.6911,,13.3531
1997-02-22,,22.587,20.6911,,13.3531
1997-02-23,,22.587,20.6911,,13.3531
1997-02-24,,22.7225,20.912,,13.2849
1997-02-25,,22.8144,20.9557,,13.4283
1997-02-26,,22.6439,20.791,,13.4504
1997-02-27,,22.5281,20.5226,,13.4767
1997-02-28,,22.5768,20.3829,,13.3293
1997-03-01,,22.5768,20.3829,,13.3293
1997-03-02,,22.5768,20.3829,,13.3293
1997-03-03,,22.6292,20.5931,,13.4374
1997-03-04,,22.6149,20.4771,,13.3799
1997-03-05,,22.7259,20.7628,,13.3439
1997-03-06,,22.6901,20.6745,,13.3476
1997-03-07,,22.795,20.8362,,13.2696
1997-03-08,,22.795,20.8362,,13.2696
1997-03-09,,22.795,20.8362,,13.2696
1997-03-10,,22.9915,21.0603,,13.2006
1997-03-11,,23.0031,21.0437,,13.1846
1997-03-12,,22.8047,20.8622,,13.0516
1997-03-13,,22.5188,20.4827,,12.8503
1997-03-14,,22.5721,20.572,,12.6693
1997-03-15,,22.5721,20.572,,12.6693
1997-03-16,,22.5721,20.572,,12.6693
1997-03-17,,22.5209,20.6368,,12.7708
1997-03-18,,22.5049,20.5182,,12.6801
1997-03-19,,22.4778,20.4144,,12.5835
1997-03-20,,22.2832,20.3313,,12.4054
1997-03-21,,22.4026,20.3684,,12.4205
1997-03-22,,22.4026,20.3684,,12.4205
1997-03-23,,22.4026,20.3684,,12.4205
1997-03-24,,22.4138,20.5539,,12.6795
1997-03-25,,22.5304,20.5102,,12.762
1997-03-26,,22.6246,20.5561,,12.7052
1997-03-27,,22.4553,20.1232,,12.4653
1997-03-28,,22.4231,20.1232,,12.4653
1997-03-29,,22.4231,20.1232,,12.4653
1997-03-30,,22.4231,20.1232,,12.4653
1997-03-31,,20.7585,18.9593,,12.4653
1997-04-01,,20.5427,19.0274,,11.8636
1997-04-02,,20.4586,18.7924,,11.9262
1997-04-03,,20.4328,18.8398,,11.8445
1997-04-04,,20.4843,19.0327,,11.9905
1997-04-05,,20.4843,19.0327,,11.9905
1997-04-06,,20.4843,19.0327,,11.9905
1997-04-07,,20.4935,19.1353,,12.0731
1997-04-08,,20.5603,19.2333,,12.1806
1997-04-09,,20.4801,19.0951,,12.2084
1997-04-10,,20.4117,19.04,,12.1416
1997-04-11,,20.2971,18.792,,12.2966
1997-04-12,,20.2971,18.792,,12.2966
1997-04-13,,20.2971,18.792,,12.2966
1997-04-14,,20.423,19.1878,,12.1054
1997-04-15,,20.6652,19.4782,,12.1503
1997-04-16,,20.8524,19.7106,,12.3859
1997-04-17,,20.8786,19.6666,,12.322
1997-04-18,,20.9912,19.7886,,12.3471
1997-04-19,,20.9912,19.7886,,12.3471
1997-04-20,,20.9912,19.7886,,12.3471
1997-04-21,,21.0482,19.6376,,12.4319
1997-04-22,,21.2043,20.0124,,12.3875
1997-04-23,,21.2884,20.0016,,12.5114
1997-04-24,,21.2658,19.94,,12.5315
1997-04-25,,21.1093,19.7903,,12.4513
1997-04-26,,21.1093,19.7903,,12.4513
1997-04-27,,21.1093,19.7903,,12.4513
1997-04-28,,21.2082,19.9796,,12.4161
1997-04-29,,21.5449,20.5249,,12.4073
1997-04-30,,21.1254,20.0478,,12.7055
1997-05-01,,21.1685,19.9714,,12.8208
1997-05-02,,21.3751,20.3292,,12.8803
1997-05-03,,21.3751,20.3292,,12.8803
1997-05-04,,21.3751,20.3292,,12.8803
1997-05-05,,21.6074,20.7434,,13.1934
1997-05-06,,21.8315,20.6805,,13.3705
1997-05-07,,21.6946,20.3766,,13.3979
1997-05-08,,21.7806,20.494,,13.5307
1997-05-09,,21.9327,20.6051,,13.7188
1997-05-10,,21.9327,20.6051,,13.7188
1997-05-11,,21.9327,20.6051,,13.7188
1997-05-12,,22.423,21.1858,,13.7761
1997-05-13,,22.4792,21.0729,,13.6996
1997-05-14,,150.1515,21.1449,,13.9473
1997-05-15,,150.8979,21.3041,,13.8352
1997-05-16,,150.6331,21.0173,,13.854
1997-05-17,,150.6331,21.0173,,13.854
1997-05-18,,150.6331,21.0173,,13.854
1997-05-19,,150.5885,21.1113,,13.8995
1997-05-20,,151.7475,21.3205,,14.0256
1997-05-21,,151.6627,21.2657,,14.026
1997-05-22,,150.8321,21.1786,,14.0043
1997-05-23,,152.2677,21.4671,,14.119
1997-05-24,,152.2677,21.4671,,14.119
1997-05-25,,152.2677,21.4671,,14.119
1997-05-26,,154.0428,21.4671,,14.3575
1997-05-27,,153.7537,21.5346,,14.3237
1997-05-28,,159.6762,21.7015,,14.3372
1997-05-29,,159.7304,21.6187,,14.1951
1997-05-30,,22.4816,21.1939,,14.53
1997-05-31,,22.4816,21.1939,,14.53
1997-06-01,,22.4816,21.1939,,14.53
1997-06-02,,22.6112,21.2164,,14.7627
1997-06-03,,22.6597,21.2345,,14.5366
1997-06-04,,22.651699999999998,21.1416,,14.6076
1997-06-05,,22.7382,21.2245,,14.572
1997-06-06,,22.9613,21.5895,,14.4333
1997-06-07,,22.9613,21.5895,,14.4333
1997-06-08,,22.9613,21.5895,,14.4333
1997-06-09,,23.2092,21.7725,,14.4333
1997-06-10,,23.2621,21.8292,,14.2225
1997-06-11,,23.3686,21.9377,,14.205
1997-06-12,,23.5422,22.289,,13.7139
1997-06-13,,23.7637,22.6804,,13.9009
1997-06-14,,23.7637,22.6804,,13.9009
1997-06-15,,23.7637,22.6804,,13.9009
1997-06-16,,23.8966,22.7722,,14.1787
1997-06-17,,23.8106,22.7854,,14.0942
1997-06-18,,23.7525,22.6456,,13.992
1997-06-19,,23.9556,22.9798,,14.2893
